"CT2000.Geo_FIPS","CT2000.Geo_NAME","CT2000.AVGINCOME","CT2000.SIZE","CT2000.ROOMS","CT2000.DEGREE","CT2000.OWN","CT2000.VEHICLES"
6075030101,"Census Tract 301.01",78201.56863,2.13,4.24870221802737,0.71020979020979,0.25293542074364,1.18786692759295
6075030102,"Census Tract 301.02",120180.2316,2.03,4.47826086956522,0.710573707229226,0.42390369733448,1.39767841788478
6075030201,"Census Tract 302.01",64133.49385,2.13,3.83168316831683,0.491068630523347,0.234442060085837,1.23229613733906
6075030202,"Census Tract 302.02",73340.90481,2.06,3.99683257918552,0.618156808803301,0.197386840877275,1.13812412505833
6075030301,"Census Tract 303.01",83792.08368,2.4,5.13163143199043,0.592875874125874,0.530645824763472,1.54092965857672
6075030302,"Census Tract 303.02",102926.0524,2.6,5.81790591805766,0.532440351611553,0.768712574850299,1.70688321732405
6075030400,"Census Tract 304",117570.6403,2.71,6.12691914022518,0.597758081334724,0.764397905759162,1.61727748691099
6075030500,"Census Tract 305",114522.029,2.08,5.24765478424015,0.485384615384615,0.750724637681159,1.46615824594852
6075030600,"Census Tract 306",129877.1663,2.5,6.2969837587007,0.577540106951872,0.877790834312573,1.7299880525687
6075030700,"Census Tract 307",104781.0052,2.34,5.82522522522522,0.570252792475015,0.867109634551495,1.77224067921742
6075030800,"Census Tract 308",124930.6597,2.63,6.39990900818926,0.550376970527759,0.808037825059102,1.70496453900709
6075030900,"Census Tract 309",143592.2785,2.85,6.95686113393591,0.570196550340955,0.913336137989062,1.780816154817
6075031000,"Census Tract 310",109848.3568,2.76,6.03796507213364,0.529615384615385,0.85167837626854,1.6775956284153
6075031100,"Census Tract 311",77834.77366,2.58,4.60592711253504,0.40891026981803,0.657189946435929,1.43963741244335
6075031200,"Census Tract 312",69945.0108,3.64,4.82712431979908,0.225204200700117,0.681109185441941,1.61265164644714
6075031300,"Census Tract 313",66478.30626,3.16,4.93045471914406,0.248927038626609,0.763219284603421,1.66874027993779
6075031400,"Census Tract 314",65793.14492,3.59,4.99472759226714,0.224598930481283,0.705705705705706,1.69369369369369
6075032600,"Census Tract 326",77036.68693,2.69,4.51042908224076,0.409339441406827,0.440438871473354,1.2981750695948
6075032700,"Census Tract 327",73976.16842,2.72,5.0498581272801,0.426515305088182,0.621167576648467,1.49055018899622
6075032800,"Census Tract 328",70017.19473,2.81,4.70997600274254,0.415113017653853,0.60377358490566,1.48415806336775
6075032900,"Census Tract 329",75261.56463,2.87,4.92746964227109,0.387263339070568,0.715839564921822,1.56084296397009
6075033000,"Census Tract 330",86350.25381,2.78,5.39480424442005,0.39572864321608,0.701576576576577,1.66780174044646
6075033100,"Census Tract 331",99843.16298,2.59,6.24258760107817,0.50760193503801,0.891666666666667,1.65833333333333
6075033201,"Census Tract 332.01",46941.55844,2.25,3.53722084367246,0.508613617719442,0.00265957446808511,1.10219922380336
6075033202,"Census Tract 332.02",57684.2527,2.24,3.40922531046718,0.513201002119869,0.00461964890668309,1.13982137357561
6075035100,"Census Tract 351",78578.39367,2.9,4.84657634566093,0.388351192533702,0.612551672303645,1.61405486659151
6075035201,"Census Tract 352.01",69910.23207,2.91,4.51807851239669,0.377854161551682,0.585970464135021,1.58860759493671
6075035202,"Census Tract 352.02",61852.14932,2.49,3.80252331321997,0.398043864848844,0.318774815655133,1.35337492909813
6075035300,"Census Tract 353",69320.56114,2.95,4.63284433577832,0.34304562946674,0.682008368200837,1.56778242677824
6075035400,"Census Tract 354",66039.91435,2.88,4.4326479227864,0.363186051119477,0.651651651651652,1.50836550836551
6075040100,"Census Tract 401",86628.00841,2.23,4.14499484004128,0.560658578856153,0.263736263736264,1.16899141630901
6075040200,"Census Tract 402",88609.18919,2.23,4.13641802951735,0.572919136827128,0.274812343619683,1.11718098415346
6075042600,"Census Tract 426",80392.90181,2.25,4.33684527393137,0.5371711107187,0.280224929709466,1.21649484536082
6075042700,"Census Tract 427",69416.50526,2.31,3.81368975293641,0.489411217128229,0.248104465037911,1.19713563605729
6075042800,"Census Tract 428",249721.9361,2.55,7.15566037735849,0.726869806094183,0.776507276507276,1.88999008919722
6075045100,"Census Tract 451",78129.49811,2.42,4.11888431641518,0.416002058142526,0.271692745376956,1.21147463252726
6075045200,"Census Tract 452",76783.54294,2.41,4.47353856796956,0.511119858295611,0.359740727403673,1.22542311847317
6075047600,"Census Tract 476",73598.17934,2.47,4.95104895104895,0.489416745061148,0.398636363636364,1.25272727272727
