,Geo_GEOID,Geo_NAME,TotalExpenditures,TotalFood,FoodAtHome,FoodAwayFromHome,AlcoholicBeverages, Cerealsandbakeryproducts , Meatspoultryfishandeggs , Dairyproducts , Fruitsandvegetables , Otherfoodathome ,Housing,Shelter,OtherLodging,UtilitiesFuelsAndPublicServices,HouseholdOperations, Housekeepingsupplies ,HouseFurnishingsAndEquipment,HouseholdTextiles,Furniture,FloorCoverings,MajorAppliances,SmallAppliancesMiscHousewares,MiscHoushouseholdEquipment,ApparelAndServices,Transportation, VehiclePurchasesNetOutlay, Gasolineotherfuelsandmotoroil , Othervehicleexpenses ,PublicAndOtherTransportation,PublicAndOtherTransportationOnTrips,LocalPublicTransportationExclOnTrips,Healthcare,Entertainment,EntertainmentGoods,EntertainmentServices, PersonalCareProductsAndServices ,Reading,Education,TobaccoAndSmokingSupplies,MiscellaneousExpenditures,CashContributions,PersonalInsuranceAndPensions
28,14000US06075012602,"Census Tract 126.02, San Francisco County, California",77994.82760595194,9720.818666409225,5261.5834107297405,4475.142833950446,1135.3779207444668,822.8122879951549,1336.6955941021172,507.6484835732395,966.4186833035186,1629.8826437162343,27581.029067631323,18535.837309852726,1237.8879442493048,2628.8424699959432,2076.2395772207874,835.7977164927374,3549.79752820278,194.93885324429854,587.7486951025346,147.98291173105315,352.95985507722065,174.72676749920598,1487.3800931913397,4097.135763609346,11926.123862344893,2880.3059037315065,1640.9876525959685,4025.2514556292094,1250.0386227665415,923.3855144356875,230.01832114471503,2797.9578612376285,3219.759137310103,1636.5918663376374,1453.737007092526,911.197703295577,335.5777358230027,1485.8830938781302,325.1243312835822,1283.8999892150198,1340.1718546093773,9515.397868329808
29,14000US06075012700,"Census Tract 127, San Francisco County, California",74675.63087851137,9602.035332064526,5231.2601959513195,4415.301661724944,1119.790114082222,818.01964505612,1329.052025255889,504.72405760268686,960.8479576428952,1620.5023884450632,26647.198166177455,17895.309156470368,1193.0243277286322,2398.609830283106,1852.4734170180893,745.7602958857593,3385.28080728936,190.36084497197257,540.0764287862646,181.18099200288881,263.57231528833125,174.63788925848334,1474.0952427735024,3806.932811474745,11631.738196731938,2731.710431712094,1624.0611425225454,3992.274384115218,1234.1792403764857,927.2024166132196,229.2055882783567,2708.181001682889,3073.9018520664513,1618.605234088304,1398.3918988453538,863.5992489826025,308.83995436257135,1555.5776096063664,330.1635736789325,1260.4797925911835,1232.6189026231016,9035.193585217841
30,14000US06075012800,"Census Tract 128, San Francisco County, California",77099.45995876749,9722.195909882857,5357.580578787175,4373.324320097251,1115.3515366891788,837.832003113768,1361.0618526568003,516.9203615944468,984.0358671803875,1659.6126199745477,27674.567047820972,18765.489445874424,1203.2851690554182,2667.9434501517044,2098.4828850049134,844.7908806940876,3474.243410832037,196.28452217759343,644.6692718684462,132.15989222284742,376.1062487744483,170.9976159720223,1449.5833938822673,4126.728552812179,11663.971021908956,3537.594773838534,1646.1013810812867,3950.948190389197,1219.9168378241507,940.8536138834007,228.16900909483732,2786.886281572971,3160.2838423024214,1616.9818125263293,1429.5632133900385,927.256320481113,331.25460639102454,1416.7396790580374,315.6120259212097,1280.0308620892627,1328.4451305388643,9195.464936454628
31,14000US06075012901,"Census Tract 129.01, San Francisco County, California",72157.61659124358,9253.886096908716,5007.9754823443045,4304.103284214235,1113.118224753607,783.1181771214297,1272.3223398190216,483.170324215224,919.8462291739695,1551.331830546439,25745.16402386233,17470.09927051217,1191.7282992581568,2293.0737818853568,1865.3595456823311,750.9397958392042,3322.2869987945883,189.77979315628392,476.3378928029735,156.56943530976784,266.7753553646006,170.49249969773777,1451.933382465894,3701.5571676000427,10716.161833425653,2304.8876584242134,1514.6948663739965,3847.795527339186,1182.5163005622064,901.6761163452657,227.22035476320102,2666.9291589191935,2984.750252854466,1548.0070724538505,1354.32831027543,848.2512205950106,313.794258020972,1501.5537944696641,320.94220930782456,1185.2074329785491,1218.3643128812582,8620.361863097864
32,14000US06075012902,"Census Tract 129.02, San Francisco County, California",68848.75041921332,8908.038362104342,4826.974170385066,4175.418221906367,1119.0156251615256,754.8007926512129,1226.3509925381602,465.7157224451892,886.6073973784255,1495.2651620260658,25321.03368774861,17383.776203242454,1156.2297472577873,2136.1531133829453,1734.7732604609498,698.430612446386,3100.195609755372,185.14258980329038,420.44239312658414,182.75607528275626,220.11209712301337,165.62625914685023,1396.3796070025035,3453.2709294975375,9764.911106439751,2192.7779756914924,1421.7738202122623,3675.732493944066,1128.5475701837468,883.2215522114843,222.73947194862362,2567.8500701964203,2808.3643258232264,1500.8255173940804,1301.4917758170172,836.007450785645,293.7045562980617,1439.6105544432817,320.33119551145893,1191.8881394341215,1174.7970584729849,8215.241003759715
33,14000US06075013000,"Census Tract 130, San Francisco County, California",71068.42045792546,9139.90046392947,4981.888869899733,4222.977634152778,1115.9949692192715,779.0485570761622,1265.6734596872814,480.66265968985897,915.0531334720208,1543.2449476013862,25773.74894692414,17578.08917786779,1159.7104028510628,2315.761355664422,1860.8089312055204,749.1524816665292,3220.3374902359883,189.30411117638278,484.4271747414963,157.21934639007668,271.7401327929579,166.63138615142915,1413.135960258047,3672.675952197393,10356.430345367407,2482.5848099283157,1493.0683174709704,3763.3298567400966,1153.8372266593913,898.7900266174156,224.10271843332947,2638.7458552483777,2920.656537195229,1535.8369993505485,1338.2499691989517,862.9117412591835,309.1123590481612,1418.7071372769285,316.49069223169784,1210.573643807538,1220.7295933163578,8390.361850163355
34,14000US06075013101,"Census Tract 131.01, San Francisco County, California",73480.57017568177,9242.104242737514,4924.06516979114,4387.1144808097315,1132.0139497951159,769.981212285235,1251.0316939437791,475.07440701695674,904.4424344793067,1525.3482328144785,26415.15303271487,18025.344847420794,1253.3040107822717,2197.6609952491676,1825.0221123827587,734.6735131824299,3362.713974758641,187.36705874379368,432.4653827872704,184.39976794433852,236.2292558550878,174.34908989412617,1473.3282411996083,3630.2274413200034,10650.986570025092,2126.7701266057416,1480.3172822465992,3869.685205794522,1200.2476808072026,891.4691894978574,228.83879771968117,2669.987513299608,3005.544970637178,1548.6824257775113,1370.6814674836037,842.0792810428782,309.3028221464994,1594.6524058118207,330.6640173072638,1197.048566761757,1232.1113363363115,9126.193684580026
35,14000US06075013102,"Census Tract 131.02, San Francisco County, California",67850.83358357982,9024.026486903986,4957.496015273823,4170.260678371109,1075.6499899991395,775.2358250688926,1259.4998347627961,478.29270158202166,910.5700771551367,1535.6951780898642,24364.179853187958,16586.313527652215,1143.4705280433748,2222.7665479757798,1828.8226128858698,736.2661623625995,3137.0099529270465,188.982358705053,461.72025031990836,125.04285751829302,253.2456984782381,163.06505139192063,1407.1364352027279,3615.127787247397,9807.89132154786,2253.140674323944,1446.3621737987507,3633.2280897306664,1124.5886849927556,903.2004984004651,226.60273537548355,2568.0860259928054,2815.0758793926652,1481.691673894468,1298.43478576253,832.3298048789034,302.8037706790125,1311.6464814318556,313.2431718311651,1108.1691735177085,1175.7441187499492,8041.1197602695365
36,14000US06075013200,"Census Tract 132, San Francisco County, California",84860.7215230193,10128.171754334495,5483.145047071316,4601.451837027229,1153.023875750714,857.5117764475042,1392.9080958217685,529.0377599471427,1007.1005503651859,1698.5014526143407,30098.73841442911,20362.006942357646,1318.5434472908194,2987.9003836077163,2391.507111858565,962.6485205767932,3814.6534428404357,201.32761127901057,722.778946207863,124.52946571311082,502.88752798549206,177.77978137482447,1508.2264910796123,4564.729368437192,12770.246261346012,3888.5151686447257,1721.829701656604,4137.762465536738,1295.6391753341832,944.6649909501348,232.28568537403632,2952.741834530943,3462.486128608629,1690.0624023281039,1550.1810546795339,994.4297300498171,364.7572904031624,1461.6972865112732,321.8256061578051,1361.4600566921404,1500.3923827183694,10585.506458244476
37,14000US06075013300,"Census Tract 133, San Francisco County, California",83663.43829961242,10333.047257467413,5781.720080720242,4500.787820218846,1114.1623655260078,904.2336525681435,1468.703825829315,557.8536465632573,1061.9125373556378,1790.9752175987371,29599.83250258708,19893.582147929716,1230.9570361167853,3252.652028233609,2494.143172932739,1004.02631429435,3751.339632861749,206.06330908166194,911.4990196717904,94.90317769702281,610.8231243350515,172.25317247308658,1472.5246108849612,4797.615241000146,13084.91072286459,5202.968240424926,1821.9673440011845,4105.195266239629,1278.1775291600836,983.2329413614643,231.37795559274363,2957.962984350959,3440.4102811867874,1703.0519569697826,1538.7324119557736,1023.3655770094908,367.0559450511909,1307.0737751948143,309.1208446840755,1360.5499956691704,1491.5368458253208,9979.097684714652
