"SFMSA.2010.Geo_GEOID","SFMSA.2010.Geo_NAME","SFMSA.2010.DENSITY","SFMSA.2010.AVGINCOME","SFMSA.2010.SIZE","SFMSA.2010.ROOMS","SFMSA.2010.DEGREE","SFMSA.2010.OWN","SFMSA.2010.VEHICLES"
"05000US06001","Alameda County, California",2050.191,90980.5509858507,2.59790718852181,5.15938913035632,0.444000971847939,0.537405944964474,1.7552983332066
"05000US06013","Contra Costa County, California",1467.098,97564.5191547522,2.67814656500824,5.83085893955981,0.423125058623323,0.668801672272173,1.96635088236476
"05000US06041","Marin County, California",485.6252,110747.363114627,2.30960136497596,5.5826602919064,0.590119435396308,0.626143942919187,1.82481192802854
"05000US06075","San Francisco County, California",17225.78,95882.2596592526,2.17103383122237,4.29454771843847,0.567376385918278,0.369265254269611,1.08682105040796
"05000US06081","San Mateo County, California",1608.12,108403.739378091,2.65560731867474,5.28029275826015,0.479063135031803,0.597026059859579,1.94279031274163
