,CONSTANT,hhsize,income,rooms,own,degree,veh,INTERCEPT
0,0.0,0.17495937600475014,0.2491191942200605,0.09208679239097575,0.0,0.1811621776757805,0.081105818727899,6.943812321921371
1,0.0,0.35735662241278643,0.14811535772970186,0.006017149137398822,0.0,0.06707967384817268,0.030232190168121263,6.311833400212709
2,0.0,0.4646428433423293,0.08293516350125305,0.0,0.0,0.0,0.014826815474467164,6.608575664916173
3,0.0,0.10647206669427497,0.19851484328216853,0.0,0.0,0.12854316187708817,0.027702910775606934,4.8023304256186226
4,0.0,-0.049078423187393326,0.19150909429830315,0.0,0.0,0.11172729597552256,0.028592930965114168,3.5451219955289655
5,0.0,0.202894551322307,0.204441818416798,0.007826888130239908,-0.0,0.18698481238610332,0.0036943232746331515,6.556787870050683
6,0.0,0.1443998573864074,0.25728445559126145,0.0,-0.491296269611452,0.3480911278360819,-0.0,5.638653404084746
7,0.0,0.0,0.1864030243823105,0.004627227194226933,0.0,0.17199059827415014,-0.0010893215656735868,5.055732172001153
8,0.0,0.24764587636607646,0.0765018674170101,0.368722407590365,0.23474115018004565,0.0,0.041050120532098465,4.32615941672942
9,0.0,0.25082925976257603,0.13542109222808266,0.013624517458470885,0.0,0.0,0.05925438289018578,4.741392960367295
10,0.0,0.19724757145979283,0.0369426891751628,0.037378934856714445,0.0,0.0,0.0,5.44246696883738
11,0.0,0.11889855007963018,0.1686758184850963,0.23287684038503112,0.010542067390654018,0.1653367602238788,-0.0,3.8650231493643985
12,0.0,0.3941646949406735,0.2211515457686227,0.8287972482605501,0.02377218518271171,0.19996826081738134,-0.014932944491021057,1.9980805543797997
13,0.0,-0.04447371395656385,0.17273902876976663,0.981027743056237,0.41149323358476986,0.12589405541241466,-0.0,1.8823284587360933
14,0.0,-0.0,0.20874970556098307,0.0,0.0,0.12670065941266834,-0.0184857801769302,5.349655636677051
15,0.0,0.0,0.07060910739372885,0.0,0.0,0.0,0.012356494709725064,5.1223489406343745
16,0.0,0.11922765613353446,0.15297211245153053,0.09928796634683437,0.14578934424218223,0.0,0.04137784108801409,4.500210073442856
17,0.0,0.0,0.15790035618210527,0.08754339506025426,0.007941695455524781,0.0,0.0,3.567046706948932
18,0.0,0.0,0.1764148798145441,0.0,0.2163275627088206,0.0,-0.0,5.100208522374527
19,0.0,0.0,0.10357606994093237,0.2143314940336553,0.7964193119770713,0.0,0.00270274782111054,3.9925318872812
20,0.0,0.0,0.04070544052337508,0.31652354058847826,0.6711652048200252,0.0,-0.0,5.616551005058865
21,0.0,0.0,0.11037508210758713,0.05446627171011773,0.04133581767587915,0.0,0.04792329780818785,4.031538094613735
22,0.0,0.08825979715621698,0.1376393966461576,0.00640319458019111,0.06174915582216028,0.0,0.05468358507615536,4.356009656558099
23,0.0,0.38516171033288404,0.20374907912692417,0.08577230190762962,0.0,0.04697200611755455,0.018457949630405507,3.5198394204140757
24,0.0,0.29161073798541126,0.22413828597815222,0.0,0.0,0.09139033951191793,0.18897855911688227,4.691709858042729
25,0.0,0.0,0.027902916299392653,0.0,0.0,-0.0,0.01632005071462128,11.224748598376424
26,0.0,-0.0,0.2550394908039889,0.09880272010457775,0.06973655265787992,0.10668439383814031,-0.03636032196703163,7.2592455450303035
27,0.0,0.05176325035652311,0.16634727979443883,-0.6189959641091839,0.3529485790464667,-0.314278558340233,0.07317405828940235,8.46813628464744
28,0.0,0.021327162761173805,0.06008950560153897,0.0,-0.0,-0.0,0.043247198323859745,4.8417802933598315
29,0.0,0.0,0.08961184016125939,0.0,0.0,0.05576547733493222,0.059772529342764814,4.750056389847163
30,0.0,0.037193573319171495,0.09424543100061614,0.0,0.0,0.0,0.0931992996817548,5.9558730557017485
31,0.0,0.11635248589670692,0.2038522671069939,0.013952801301790739,0.0,0.0,-0.1434831064049261,3.413864108623936
32,0.0,0.07778079397006751,0.2422616303507906,0.0824008999320821,0.20707226297702777,0.14555162629709667,-0.0,3.4907597306110723
33,0.0,0.13961768339013295,0.15386621758317034,0.04661522154955771,0.08061657957992453,0.10113939098765021,-0.0,5.340827040068858
34,0.0,0.3719910083621194,0.18193169321147581,-0.0,-0.0,0.0,-0.227873643890209,3.7397211669908894
35,0.0,0.03255178039465111,0.13143509487818045,0.2072134437827825,0.30806788129292556,0.02446428745783466,0.059727005210116896,5.388666746208333
36,0.0,0.15903376172145986,0.06693350828399926,0.11359541748572247,0.1496428974806031,0.0,0.03201070256958976,6.235641380716663
37,0.0,0.0,0.1229227271069599,0.21060436317983833,0.040097474889953424,0.03534743436441943,0.04238743589514914,4.533124909010006
38,0.0,0.0,0.028980994347431885,0.024668278118747177,0.17828975864804242,0.0,0.03515387356935849,5.036454586217718
39,0.0,-0.0,0.05000388197711995,0.0,0.13846502443085856,0.04398410402502407,-0.007507727282724668,5.6993664244723155
40,0.0,0.04925512292097744,0.18631208311150357,0.19849747147976154,0.05215846329371158,0.15617158783045332,0.06107655055083999,4.265437248585315
41,0.0,0.19389391562535965,0.19880403637478178,0.12347283547443963,0.11905536674940391,0.3165046841720354,0.005658905044170526,3.36749906414232
42,0.0,0.01684002643223211,0.0581271057696761,0.0570927660637695,0.06739378666205016,-0.0,0.01315950280065374,5.51904832340036
43,0.0,0.0,0.1711195802919554,0.13325857696675775,0.0,0.06676384575127003,0.07476128709198052,3.958864514737001
44,0.0,0.0,0.15059982339174033,0.12096958392488308,0.013543227482079236,0.0453393424582606,0.019366088872424164,4.150100620341437
45,0.0,0.0,0.15900504350264172,0.06238228099003245,0.0,0.0,0.09689755680407645,4.0158337285285715
46,0.0,0.14131144473248544,0.1719989153756547,0.08869659679564905,0.0,0.08831982626315553,0.0,3.130765450731269
47,0.0,0.0,0.10633275666629799,0.08242192242959626,0.0,0.006839805281556712,0.0,3.9496927545938805
48,0.0,-0.33385902900991027,0.2074364240775913,0.12572761633640642,0.0819430429049873,0.32232493661821154,0.0787282906111789,4.795773962197499
49,0.0,0.0312836269852136,0.05349935431314196,0.0,0.0,-0.0,0.03326132418217568,5.980116100914355
50,0.0,0.0,0.16299795090167749,0.08135461515006932,0.0,0.0,0.02536361002280508,3.573060057620369
51,0.0,-0.0,0.21259228982168,0.30743462003427013,0.1427215929869541,0.1601180479569781,0.047646428750533217,3.696462442818368
