"SFMSA.2000.Geo_FIPS","SFMSA.2000.Geo_NAME","SFMSA.2000.HOUSEHOLDS","SFMSA.2000.AVGINCOME","SFMSA.2000.SIZE","SFMSA.2000.ROOMS","SFMSA.2000.DEGREE","SFMSA.2000.OWN","SFMSA.2000.VEHICLES"
6001,"Alameda County",523366,72628.54576,2.71,4.84592073426968,0.349112314357733,0.546991971201798,1.69830290848087
6013,"Contra Costa County",344129,83675.16999,2.72,5.60259689714787,0.35011771926712,0.692905857977677,1.88441253134726
6041,"Marin County",100650,108755.9214,2.34,5.39627583579388,0.513070650102889,0.636105315449578,1.79263785394933
6075,"San Francisco County",329700,80325.34667,2.3,3.94760292848753,0.449798172220777,0.349987867758568,1.11350925083409
6081,"San Mateo County",254103,98874.47476,2.74,4.99186034016947,0.390134309636232,0.614447684600339,1.89129998465189
